'(ID)','Company Name','Type','Address','City','State','ZIP','Country','Phone','Website','Inception Date','Jurisdiction','SEC Number','Employees (from Statements->Employees," most recent)'	",'Contact Name 1',Contact Title 1',Contact Name 2',Contact Title 2',Contact Name 3',Contact Title 3'
801-13754,  Arnold Investment Counsel Inc     ,Funds Manager, 3960 Hillside Drive - Suite 204, Delafield, Wisconsin,  53018-2148 , United States,  (262) 303-4850,http://www.primarytrendfunds.com,4/17/78,1/23/15,Wisconsin,801-13754,2,Lilli Gust,Pres/Treas/Chief Compliance Officer (Dir),Barry Arnold,V.p./sec (Dir),,
801-6997,"  Lord, Abbett &amp; Co. LLC     ",Funds Manager, 90 Hudson Street, Jersey City, New Jersey,73023973, United States,  (201) 827-2000,https://www.lordabbett.com,11/7/70,1/23/15,Delaware,801-6997,776,Robert Dow,Non-Executive Member,Daria Foster,"Member, Managing Partner",Joan Binstock,"Member, Chief Financial and Operations Officer"
801-74420,"  Powell Investment Advisors, LLC     ",Funds Manager, 550 South Dixie Highway, Coral Gables, Florida,33146, United States,  (786) 470-3480,http://www.powellinvestmentadvisors.com,3/21/12,1/23/15,Delaware,801-74420,3,Earl Powell,Managing Member,Jesse Wachs,Chief Investment Officer &amp; Chief Compliance Officer,Todd Gross,Portfolio Manager
801-78376,  Salt Rock Capital Partners LLP     ,Funds Manager, 21 Arlington Street, London,  SW1A 1RN ,, United Kingdom,4.40E+12,http://www.saltrockcapitalllp.com,8/6/13,1/23/15,United Kingdom,801-78376,8,Mark Painting,Ceo,Rowan Levy,Coo and Cco,,
801-5016,  Ingalls &amp; Snyder LLC     ,Funds Manager, 1325 Avenue Of The Americas, New York, New York,  10019-6066 , United States,  (212) 269-7800,http://ingalls.net,8/21/68,1/22/15,New York,801-5016,43,Lawton Lamb,Managing Director,William Simmons,Managing Director,Thomas Boucher,Managing Director
801-38340,  Upright Financial Corp     ,Funds Manager,,,,,,,#,3/1/91,1/22/15,New Jersey,801-38340,1,Yowshang Chiueh,President,,,,
801-80869,"  Cambridge Investments, LLC     ",Funds Manager, 270 W Pearl St  Ste 102, Jackson, Wyoming,83001, United States,  (307) 264-1646,#,1/26/15,1/22/15,Wyoming,801-80869,3,John Tozzi,Managing Member  Cco Ceo,,,,
801-67455,  Sims Capital Management LLC     ,Funds Manager, 225 E. Mason Street, Milwaukee, Wisconsin,53202, United States,  (414) 765-1107,http://www.peregrineinvestmentfund.com,1/12/07,1/21/15,Wisconsin,801-67455,2,David Sims,President/Manager and Chief Compliance Officer,Luke Sims,Manager,,
801-78189,"  Kellner Private Fund Management, LP     ",Funds Manager, 900 Third Avenue, New York, New York,10022, United States,  (212) 350-0262,http://kellnercap.com,6/21/13,1/21/15,Delaware,801-78189,12,George Kellner,Chief Executive Officer,Glen Friedman,Cfo/Chief Compliance Officer,,
801-80208,"  Presidio Partners Management, LLC     ",Funds Manager, The Presido Of San Francisco One Letterman Drive, San Francisco, California,94129, United States,  (415) 352-1520,http://www.presidiopartners.com/,9/15/14,1/21/15,Delaware,801-80208,8,James Watson,Managing Director and Managing Member Presidio Partners,David Collier,Managing Director and Managing Member Presidio Partners,Faysal Sohail,Managing Director and Managing Member Presidio Partners
801-57294,  Northcoast Asset Management LLC     ,Funds Manager, 6 Glenville Street, Greenwich, Connecticut,6831, United States,  (203) 532-7000,http://www.northcoastam.com,2/22/00,1/21/15,Delaware,801-57294,30,Paul Dean,Chairman,Daniel Kraninger,Chief Executive Officer &amp; President,Mark Dean,Managing Director - Finance
801-4175,"  Stralem &amp; Company, Incorporated     ",Funds Manager, 645 Madison Avenue, New York, New York,10022, United States,  (212) 888-8123,http://www.stralem.com,3/18/67,1/21/15,Delaware,801-4175,16,Hirschel Abelson,Chairman,Irene Bergman,Senior V.P.,Philippe Labaune,Executive V.P.
801-77131,  Harbor Springs Financial Management LLC     ,Funds Manager," 202 S. Michigan Street, Suite 903", South Bend, Indiana,46601, United States,  (574) 287-5000,http://www.hsfmllc.com,9/13/12,1/20/15,Indiana,801-77131,3,Albert Brasseur,"Chief Compliance Officer, President",,,,
801-71935,"  Madrona Funds, LLC     ",Funds Manager, 2911 Bond Street, Everett, Washington,98201, United States,  (425) 212-3777,http://www.madronafunds.com,10/28/10,1/20/15,Washington,801-71935,7,Brian Evans,Managing Member,Robert Bauer,Member,Kristi Henderson,Chief Compliance Officer
,  Schecter Capital LP     ,Funds Manager, 1345 Avenue Of The Americas, New York, New York,10105, United States,  (212) 893-1130,#,,,,,4,,,,,,
801-77512,  Argentiere Capital Ag     ,Funds Manager, Landis + Gyr-Strasse 1, Zug,6300,, Switzerland,  041 560 23 00,http://www.argentiere.ch,1/8/13,1/19/15,Switzerland,801-77512,20,Deepak Gulati,Chief Executive Officer,Eamon Comerford,Director,Michael Quinlivan,Chief Operating Officer
801-56940,  Bernzott Capital Advisors     ,Funds Manager," 888 W. Ventura Blvd., Suite B", Camarillo, California,  93010-8383 , United States,  (805) 389-9445,http://www.bernzott.com,10/29/99,1/19/15,California,801-56940,11,Kevin Bernzott,Chairman &amp; Ceo,Thomas Derse,Vice President &amp; Chief Financial Officer,Hans Walsh,Vice President/Chief Operating Officer/Chief Compliance Officer
801-14866,"  Levy, Harkins &amp; Co., Inc.     ",Funds Manager, 366 Madison Avenue, New York, New York,10017, United States,  (212) 888-3030,http://www.levyharkins.com,10/19/79,1/16/15,Delaware,801-14866,7,Edwin Levy,"Principal Chairman, Secretary, Finop,srop,crop",Michael Harkins,"Principal President, Treasurer, Chief Compliance Officer",Jae Paik,Portfolio Assistant
801-62668,"  Northern Cross, LLC     ",Funds Manager, 125 Summer Street Suite 1410, Boston, Massachusetts,2110, United States,  (617) 951-0099,http://www.northerncrossllc.com,1/7/04,1/16/15,Massachusetts,801-62668,9,Scott Babka,"Principal, Director of Research",Howard Appleby,"President, Chief Operations Officer",Lucy Goreham,Chief Compliance Officer
801-8055,  Capital Research and Management Company     ,Funds Manager, 333 S. Hope Street, Los Angeles, California,90071, United States,  (213) 486-9200,https://www.americanfunds.com/,12/6/71,1/16/15,Delaware,801-8055,950,Timothy Armour,"Director, Chairman,and Peo",Mark Denning,Director,Michael Downer,"Director, Senior Vice President and Secretary"
801-80896,  Stellex Capital Management LP     ,Funds Manager, 900 Third Avenue, New York, New York,10022, United States,  (212) 710-2323,http://www.stellexcapital.com,3/20/15,1/16/15,Delaware,801-80896,6,Joseph Braddock,Chief Financial Officer and Cco,Michael Stewart,Managing Partner,Raymond Whiteman,Managing Partner
801-74046,"  NXT Capital Investment Advisers, LLC     ",Funds Manager, 191 North Wacker Drive, Chicago, Illinois,  60606-1615 , United States,  (312) 450-8000,https://portal.krfs.com/login,3/14/12,1/16/15,Delaware,801-74046,110,Robert Radway,"President, Ceo and Chairman",Neil Rudd,Chief Financial Officer and Treasurer,Bruce Frank,General Counsel and Secretary
801-80793,  New Leaf Venture Partners LLC     ,Funds Manager," 7 Times Square, Suite 3502", New York, New York,10036, United States,  (646) 871-6420,http://www.nlvpartners.com,1/15/15,1/15/15,Delaware,801-80793,13,Philippe Chambon,Managing Director and Member,Craig Slutzkin,Chief Financial Officer/Chief Compliance Officer,Jeani Delagardelle,Managing Director and Member
801-77355,  Quantitative Systematic Strategies LLC     ,Funds Manager, 501 Kings Highway East, Fairfield, Connecticut,6825, United States,  (203) 908-4545,#,11/21/12,1/15/15,Delaware,801-77355,5,Edward Raha,Managing Member,Molly Breen,Chief Compliance Officer,,
801-73265,  CIM Investment Management Limited     ,Funds Manager, 3 Yeomans Row, London,  SW3 2AL ,, United Kingdom,4.42E+11,https://www.ciminvest.com,3/1/12,1/14/15,United Kingdom,801-73265,11,Paul Dumond,Chief Executive Officer,Malcolm Jennings,Chief Compliance Officer,Rupert Morton,"Shareholder, Chief Investment Officer, Santa Lucia Asset Management Pte Ltd"
801-60864,"  Kellner Management, LP     ",Funds Manager, 900 3rd Ave Ste 1401, New York, New York,10022, United States,  (212) 350-0200,http://kellnercap.com,1/22/02,1/13/15,Delaware,801-60864,12,George Kellner,Limited Partner,Glen Friedman,Cfo/Chief Compliance Officer,,
801-80880,"  Okumus Fund Management, Ltd.     ",Funds Manager, Harneys Services, Grand Cayman,  KY1-1002 ,, Cayman Islands,  (646) 334-0415,http://www.okumusfundmgmt.com,1/26/15,1/13/15,Cayman Islands,801-80880,1,Ahmet Okumus,President,Shyam Srinivasan,Chief Compliance Officer,,
801-56633,"  Arrowstreet Capital, Limited Partnership     ",Funds Manager," 200 Clarendon Street, 30th Floor", Boston, Massachusetts,2116, United States,  (617) 919-0000,http://www.arrowstreetcapital.com,7/8/99,1/13/15,Massachusetts,801-56633,164,Peter Rathjens,Chief Investment Officer,Anthony Ryan,Chief Executive Officer,Nirali Gandhi,Chief Financial Officer
801-60032,  Sanderson Asset Management LLP     ,Funds Manager," Heathcoat House, 6th Floor", London,  W1S 3PR ,, United Kingdom,  020 7468 5970,http://www.sandersonam.com/,2/27/01,1/13/15,United Kingdom,801-60032,20,Timothy Sanderson,"Chairman, Cio, Ceo, Partner, Supervisory Group Member",Catherine Rainey,"Portfolio Implementation Director, Partner, Supervisory Group Member",Masaki Suganuma,"Research Director, Partner, Supervisory Group Member"
801-61552,  Cedar Rock Capital Limited     ,Funds Manager, 110 Wigmore Street, London,  W1U 3RW ,, United Kingdom,4.40E+12,http://www.cedarrockcapital.com,11/4/02,1/12/15,United Kingdom,801-61552,6,Andrew Brown,"Director, Chief Executive Officer",David Miller,Director,Joy Besse,"Director, Chief Compliance Officer"
801-80715,"  Lountzis Asset Management, LLC     ",Funds Manager, 60 Commerce Drive, Wyomissing, Pennsylvania,19610, United States,  (610) 375-2585,https://www.lountzis.com,1/2/15,1/12/15,Pennsylvania,801-80715,3,Apostolos Lountzis,Managing Member/Chief Compliance Officer,,,,
801-20514,  FCA Corp     ,Funds Manager, 791 Town &amp; Country Blvd., Houston, Texas,  77024-3925 , United States,  (713) 781-2856,http://www.fcacorp.com,1/13/84,1/12/15,Texas,801-20514,18,Robert Scharar,"Director, President",Shari Manning,"Vice President, Secretary",Richard Moffett,Vice President of Administration
801-71371,"  Simple Alternatives, LLC     ",Funds Manager, 90 Grove Street, Ridgefield, Connecticut,6877, United States,  (203) 403-4177,http://www.simplealternatives.com,4/26/10,1/12/15,Delaware,801-71371,7,James Dilworth,Managing Member,Lelia Long,Chief Compliance Officer,Paul Rossi,"Chief Operating Officer, Cfo"
801-80827,  Marathon Trading Investment Management LLC     ,Funds Manager, 100 Matsonford Road, Wayne, Pennsylvania,19087, United States,  (610) 254-4890,http://www.marathontradingllc.com,1/9/15,1/12/15,Delaware,801-80827,10,Robert Gordon,"Chief Operating Officer, Chief Compliance Officer and Managing Member",Peter Viscardo,Chief Executive Officer and Managing Member,,
801-31678,  Greenhaven Associates Inc     ,Funds Manager, Three Manhattanville Road, Purchase, New York,  10577-2130 , United States,  (914) 253-9350,#,3/18/88,1/12/15,New York,801-31678,6,Edgar Wachenheim,Chairman &amp; Chief Compliance Officer,Chris Wachenheim,Co- President,Lance Wachenheim,Shareholder
801-72681,"  Vertical Capital Asset Management, LLC     ",Funds Manager, 20 Pacifica, Irvine, California,92618, United States,  (866) 224-9320,http://verticalus.com,9/28/11,1/9/15,California,801-72681,9,Christopher Chase,Managing Member,Gus Altuzarra,Managing Member,Allen Closser,President/Managing Member
801-14458,  Luther King Capital Management Corporation     ,Funds Manager, 301 Commerce Street, Fort Worth, Texas,76102, United States,  (817) 332-3235,http://www.lkcm.com,3/15/79,1/9/15,Delaware,801-14458,76,J King,"President, Chief Executive Officer, Principal",Jacob Smith,"Vice President, General Counsel, Chief Compliance Officer",,
801-61864,  Permal Asset Management LLC     ,Funds Manager, 900 Third Avenue, New York, New York,10022, United States,  (212) 418-6500,http://www.permal.com,3/7/03,1/9/15,Delaware,801-61864,30,Robert Kaplan,"Director, Chief Investment Officer",Judy Tchou,"Evp, Head of Trading",Issac Souede,"Director, Chairman of Permal Group"
801-61180,"  Private Capital Management, Inc.     ",Funds Manager," 900 Larkspur Landing Circle,", Larkspur, California,94939, United States,  (415) 464-9700,http://www.pcmwealthadvisors.com,5/17/02,1/8/15,California,801-61180,2,Charles Ramos,Ceo,,,,
801-79097,  Bin Yuan Capital (Cayman) Limited     ,Funds Manager," Room 1601, 16/F, Officeplus@Wan Chai", Hong Kong,   Hong Kong,, Phone: 2877 9330,,http://www.binyuancapital.com/,1/22/14,1/8/15,Cayman Islands,801-79097,9,Dongmei Zhang,Shareholder,Ping Zhou,Chief Executive Officer/Chief Financial Officer/Shareholder/Director,Chen Wu,Chief Compliance Officer/Shareholder/Director
801-79096,  Bin Yuan Capital Limited     ,Funds Manager," Room 1601, 16/F Officeplus@Wan Chai", Hong Kong,0,, Hong Kong,85228779330,https://www.binyuancapital.com,1/22/14,1/8/15,Hong Kong,801-79096,12,Ping Zhou,Chief Executive Officer/Chief Financial Officer/Shareholder/Director,Chen Wu,Chief Compliance Officer/Shareholder/Director,Dongmei Zhang,Shareholder
801-71725,  Microvest Capital Management LLC     ,Funds Manager, 7315 Wisconsin Avenue, Bethesda, Maryland,20814, United States,  (301) 664-6680,https://www.microvestfund.com,8/12/10,1/8/15,Delaware,801-71725,29,W Cutter,Chairman of the Board of Directors and Member of the Investment Committee,Lauren Hendricks,Member of the Board of Directors,James Torrey,Member of the Board of Directors and Chairman of the Advisory Committee
801-80858,  Hadron Capital LLP     ,Funds Manager, 5 Royal Exchange Buildings, London,  EC3V3NL ,, United Kingdom,4.42E+11,http://www.hadroncapital.com/,1/27/15,1/8/15,United Kingdom,801-80858,13,Jim Nolan,Chief Compliance Officer,David Shepherd,Chief Executive Officer,Marco D&#39;Attanasio,Chief Investment Officer
801-26038,"  Horizon Capital Management, Inc.     ",Funds Manager,,,,,,,#,12/31/85,1/7/15,Louisiana,801-26038,0,Dexter Lyons,President/Cco,,,,
801-78030,  Virginia Financial Innovation Corp.     ,Funds Manager, 798 Park Avenue NW, Norton, Virginia,24273, United States,  (276) 393-4495,http://www.vafic.com,6/14/13,1/7/15,Virginia,801-78030,2,Gary Hale,Owner,John Schweingrouber,"Vice President, Cco",Gary Stratton,President
801-77383,"  Armourwealth Management, LLC     ",Funds Manager, 2967 Park Place Drive, Lincoln, Nebraska,68506, United States,  (402) 609-7567,http://armourwealth.com/,12/5/12,1/6/15,Delaware,801-77383,1,Brett Rosenberger,Managing Member &amp; Chief Compliance Officer,,,,
801-78083,  Johcm (USA) Inc     ,Funds Manager, 13th Floor, Boston, Massachusetts,2109, United States,  (617) 993-0701,http://www.johcm.com,6/10/13,1/6/15,Delaware,801-78083,7,Gavin Rochussen,Chief Executive Officer,Margret Vaughan,Chief Operating Officer,Nicholas Pitt-Lewis,Chief Compliance Officer
801-15504,  Accrued Equities Inc.     ,Funds Manager," 150 Broadhollow Rd.,", Melville, New York,11747, United States,  (631) 423-7373,#,10/6/80,1/6/15,New York,801-15504,3,David Schoenwald,Chief Executive Officer and Chief Compliance Officer,Murray Rosenblith,Assistant Compliance Officer,,
801-80850,"  Needham Capital Management, LLC     ",Funds Manager, 445 Park Avenue, New York, New York,100222602, United States,  (212) 371-8300,http://www.needhamcapital.com,1/23/15,1/6/15,Delaware,801-80850,9,George Needham,Managing Member,Thomas Shanahan,Managing Member,John Prior,Managing Member
Texas,  Adams Asset Advisors LLC     ,Funds Manager, 8150 N. Central Expwy., Dallas, Texas,75225, United States,  (214) 360-7410,#,2/7/03,1/6/15,1386929,Texas,4,Laura Adams,Member,Steven Adams,Managing Member/Chief Compliance Officer,,
801-62755,  Macquarie Capital Investment Management LLC     ,Funds Manager, 125 W 55th Street, Ny, New York,10019, United States,  (212) 231-1000,#,2/6/04,1/6/15,Delaware,801-62755,24,Meredith Meyer,Director/Chief Operating Officer,Bradford Frishberg,Director/President,David Oconnor,Director
801-57116,  Colchester Global Investors Ltd     ,Funds Manager, Heathcoat House, London, LONDON,  W1S 3PR , Uk,  020 7292 6920,http://www.colchesterglobal.com,1/21/00,1/6/15,United Kingdom,801-57116,45,Ian Sims,"Chairman, Cio, Director, Shareholder Class B",Edward Wong,Shareholder Class B,Keith Lloyd,"Ceo, Deputy Cio, Director, Shareholder Class B"
,"  Wynn-Crosby Management, Ltd.     ",Funds Manager, 14241 Dallas Parkway, Dallas, Texas,75254, United States,  (972) 380-5500,http://www.wynncrosby.com/,,,,,35,,,,,,
801-77415,  Coronation Global s (Ireland) Limited     ,Funds Manager," 11 Central Hotel Chambers, Dame Court", Dublin,  DUBLIN2 ,, Ireland ,  (01) 674 5410,http://www.coronation.com/global,1/3/13,1/5/15,Ireland ,801-77415,4,Alan King,Chief Operating Officer/Director,David Dillon,Director,Bryan Melville,Director
,  RDG Capital Management LLC     ,Funds Manager, 4265 San Felipe, Houston, Texas,77027, United States,  (713) 548-2602,#,,,,,3,,,,,,
801-69758,  Bluecrest Capital Management Limited     ,Funds Manager," Ground Floor, Harbour Reach", St Helier,  JE2 4HR ,, Jersey,4.42E+11,http://www.bluecrestcapital.com,11/28/08,1/2/15,Jersey,801-69758,0,Michael Platt,Board Member,Paul Dehadray,Group Chief Legal Officer,Andrew Dodd,"Group Chief Financial Officer, Board Member"
